Impact ID,策划注释,Impact逻辑ID,参数1,参数2,参数3,参数4,Buff图标,impact互斥id,顶替优先级,死亡后是否消失,下线是否计时,脚本ID,特效,名称,描述,技能效果,技能受击效果,技能缩放,技能效果x,技能效果y,技能音效,受击缩放,受击x,受击y,受击音效,技能播放速度,受击播放速度,全体or单人（0单人，1全体）
110602,伤害加深,5,5,70,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_shanghaijiashen,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110603,伤害加深,5,5,100,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_shanghaijiashen,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110604,伤害加深,5,5,130,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_shanghaijiashen,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110605,伤害加深减物免,5,15,20,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110606,伤害加深减物免,5,15,25,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110607,伤害加深减物免,5,15,30,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110608,伤害加深减物免,5,15,35,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0.05,-1,3,0,0,-1,0.08,0.1,0
110701,超声冲击波,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
110702,超声冲击波,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
110703,超声冲击波,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
110704,超声冲击波,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
110801,时间结界,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_shijianjiejie,-1,1.5,0,0.1,-1,3,0,0,-1,0.08,0.04,1
110802,时间结界,5,3,200,5,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_shijianjiejie,-1,1.5,0,0.1,-1,3,0,0,-1,0.08,0.04,1
110803,时间结界,5,3,200,6,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_shijianjiejie,-1,1.5,0,0.1,-1,3,0,0,-1,0.08,0.04,1
110804,时间结界,5,3,200,7,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_shijianjiejie,-1,1.5,0,0.1,-1,3,0,0,-1,0.08,0.04,1
110901,蝮蛇突袭,3,0,60,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.08,0
110902,蝮蛇突袭,3,0,100,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.08,0
110903,蝮蛇突袭,3,0,145,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.08,0
110904,蝮蛇突袭,3,0,190,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.08,0
111001,蝮蛇突袭,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111002,蝮蛇突袭,5,23,60,2,-1,-1,0,60,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111003,蝮蛇突袭,5,23,80,2,-1,-1,0,80,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111004,蝮蛇突袭,5,23,100,2,-1,-1,0,80,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111101,闪电风暴,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111102,闪电风暴,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111103,闪电风暴,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111104,闪电风暴,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111201,寒冰甲,4,5,50,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_hanbingjia,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111202,寒冰甲,4,5,60,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_hanbingjia,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111203,寒冰甲,4,5,70,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_hanbingjia,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111204,寒冰甲,4,5,80,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_hanbingjia,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111205,寒冰甲物免,4,15,10,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111206,寒冰甲物免,4,15,15,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111207,寒冰甲物免,4,15,20,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111208,寒冰甲物免,4,15,25,25,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0.01,-0.02,-1,3,0,0,-1,0.08,0.04,0
111301,死亡一指,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111302,死亡一指,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111303,死亡一指,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111304,死亡一指,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111401,剧毒新星,3,0,36,12,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111402,剧毒新星,3,0,58,12,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111403,剧毒新星,3,0,81,14,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111404,剧毒新星,3,0,105,14,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111501,授予力量,4,24,20,40,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111502,授予力量,4,24,30,40,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111503,授予力量,4,24,40,40,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111504,授予力量,4,24,50,40,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111601,致命一击,4,8,11,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111602,致命一击,4,8,11,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111603,致命一击,4,8,11,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111604,致命一击,4,8,11,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111701,致命一击,4,14,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111702,致命一击,4,14,100,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111703,致命一击,4,14,150,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111704,致命一击,4,14,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111801,恩赐解脱,4,8,15,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111802,恩赐解脱,4,8,15,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111803,恩赐解脱,4,8,15,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111804,恩赐解脱,4,8,15,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111901,恩赐解脱,4,14,150,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111902,恩赐解脱,4,14,250,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111903,恩赐解脱,4,14,350,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
111904,恩赐解脱,4,14,450,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112001,衰老 ,5,23,50,2,-1,-1,0,50,-1,-1,-1,-1,-1,-1,zjz_shuailao,-1,3,0,0,-1,3,0,0,-1,0.1,0.04,0
112002,衰老 ,5,23,50,3,-1,-1,0,50,-1,-1,-1,-1,-1,-1,zjz_shuailao,-1,3,0,0,-1,3,0,0,-1,0.1,0.04,0
112003,衰老 ,5,23,50,4,-1,-1,0,50,-1,-1,-1,-1,-1,-1,zjz_shuailao,-1,3,0,0,-1,3,0,0,-1,0.1,0.04,0
112004,衰老 ,5,23,50,5,-1,-1,0,50,-1,-1,-1,-1,-1,-1,zjz_shuailao,-1,3,0,0,-1,3,0,0,-1,0.1,0.04,0
112101,衰老 ,4,15,0,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112102,衰老 ,4,15,0,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112103,衰老 ,4,15,0,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112104,衰老 ,4,15,0,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112201,衰老 ,5,21,100,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112202,衰老 ,5,21,100,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112203,衰老 ,5,21,100,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112204,衰老 ,5,21,100,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112301,毁灭,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112302,毁灭,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112303,毁灭,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112304,毁灭,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112401,毁灭,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
112402,毁灭,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
112403,毁灭,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
112404,毁灭,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
112501,地震,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112502,地震,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112503,地震,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112504,地震,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112601,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112602,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112603,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112604,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112701,狂战士的怒吼,4,5,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112702,狂战士的怒吼,4,5,100,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112703,狂战士的怒吼,4,5,150,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112704,狂战士的怒吼,4,5,200,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112705,狂战士的怒吼物免,4,15,20,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112706,狂战士的怒吼物免,4,15,30,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112707,狂战士的怒吼物免,4,15,40,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112708,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112801,精气光环,4,22,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112802,精气光环,4,22,300,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112803,精气光环,4,22,400,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112804,精气光环,4,22,500,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112805,精气光环,4,32,200,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112806,精气光环,4,32,300,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112807,精气光环,4,32,400,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112808,精气光环,4,32,500,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112901,编织,4,5,30,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112902,编织,4,5,45,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112903,编织,4,5,60,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
112904,编织,4,5,75,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113001,编织,5,5,30,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113002,编织,5,5,45,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113003,编织,5,5,60,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113004,编织,5,5,75,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113005,编织免疫,5,15,10,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113006,编织免疫,5,15,15,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113007,编织免疫,5,15,20,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113008,编织免疫,5,15,25,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113101,怨念深渊,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
113102,怨念深渊,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
113103,怨念深渊,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
113104,怨念深渊,5,3,200,5,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
113201,奔腾,4,23,100,6,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113202,奔腾,4,23,100,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113203,奔腾,4,23,100,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
113204,奔腾,4,23,100,9,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116701,巨浪减护甲,5,5,10,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116702,巨浪减护甲,5,5,15,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116703,巨浪减护甲,5,5,20,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116704,巨浪减护甲,5,5,25,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116801,怨念深渊伤害,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116802,怨念深渊伤害,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116803,怨念深渊伤害,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116804,怨念深渊伤害,6,130,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116901,敌法攻击减蓝,5,32,32,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116902,敌法攻击减蓝,5,32,64,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116903,敌法攻击减蓝,5,32,96,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
116904,敌法攻击减蓝,5,32,128,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117001,射手天赋加速,4,3,2,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117002,射手天赋加速,4,3,3,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117003,射手天赋加速,4,3,4,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117004,射手天赋加速,4,3,5,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117005,射手天赋加速,4,3,6,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117006,射手天赋加速,4,3,7,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
117007,射手天赋加速,4,3,8,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120001,雷击,6,70,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120002,雷击,6,70,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120003,雷击,6,70,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120101,冰霜新星,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120102,冰霜新星,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120103,冰霜新星,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120201,冰霜新星,5,3,20,4,-1,-1,0,20,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120202,冰霜新星,5,3,20,5,-1,-1,0,20,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120203,冰霜新星,5,3,20,6,-1,-1,0,20,1,0,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
120301,风暴之锤,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120302,风暴之锤,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120303,风暴之锤,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120401,风暴之锤,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120402,风暴之锤,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120403,风暴之锤,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120501,沟壑,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120502,沟壑,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120503,沟壑,6,100,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120601,沟壑,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
120602,沟壑,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
