技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
403507,巨浪,巨浪,7,召唤潮汐精灵对目标造成880伤害，减少他的防御150点，降低40%的移动速度。,0,10000,120,12,36,1,0,125903,10000,3,126003,10000,3,136703,10003,3,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,-1,zjz_yurensuiji,zj_julang.jpg,0,64,-1,0,3,0,0,zs_julang.mp3,3,0,0,1.25,zs_julang.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403601,掘地穿刺,掘地穿刺,1,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成100点伤害，晕眩2回合。,0,10000,110,11,37,1,0,106101,10000,7,106201,10000,7,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403602,掘地穿刺,掘地穿刺,2,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成160点伤害，晕眩2回合。,0,10000,120,11,37,1,0,106102,10000,7,106202,10000,7,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403603,掘地穿刺,掘地穿刺,3,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成220点伤害，晕眩3回合。,0,10000,130,11,37,1,0,106103,10000,7,106203,10000,7,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403604,掘地穿刺,掘地穿刺,4,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成280点伤害，晕眩3回合。,0,10000,140,11,37,1,0,106104,10000,7,106204,10000,7,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403605,掘地穿刺,掘地穿刺,5,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成450点伤害，晕眩3回合。,0,10000,210,11,37,1,0,126101,10000,7,126201,10000,7,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403606,掘地穿刺,掘地穿刺,6,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成720点伤害，晕眩3回合。,0,10000,315,11,37,1,0,126102,10000,7,126202,10000,7,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403607,掘地穿刺,掘地穿刺,7,沙王在地底挖掘隧道前进，刺穿头顶的地面，对敌方单位造成1150点伤害，晕眩4回合。,0,10000,470,11,37,1,0,126103,10000,7,126203,10000,7,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,-1,zjz_chuanci,zj_juedichuanci.jpg,1,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
403701,反击螺旋,反击螺旋,1,在受到攻击时，斧王有50%的几率抓住敌人，粗暴地甩开，对敌方单位造成2.5倍攻击伤害。,-1,10000,0,1,38,1,1,106301,10000,0,106401,10000,0,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403702,反击螺旋,反击螺旋,2,在受到攻击时，斧王有50%的几率抓住敌人，粗暴地甩开，对敌方单位造成3倍攻击伤害。,-1,10000,0,1,38,1,1,106302,10000,0,106402,10000,0,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403703,反击螺旋,反击螺旋,3,在受到攻击时，斧王有50%的几率抓住敌人，粗暴地甩开，对敌方单位造成3.5倍攻击伤害。,-1,10000,0,0,38,1,1,106303,10000,0,106403,10000,0,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403704,反击螺旋,反击螺旋,4,在受到攻击时，斧王有50%的几率抓住敌人，粗暴地甩开，对敌方单位造成4倍攻击伤害。,-1,10000,0,0,38,1,1,106304,10000,0,106404,10000,0,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403705,反击螺旋,反击螺旋,5,在受到攻击时，斧王有60%的几率抓住敌人，粗暴地甩开，对敌方单位造成4.5倍攻击伤害。,-1,10000,0,0,38,1,1,126301,10000,0,126401,10000,0,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403706,反击螺旋,反击螺旋,6,在受到攻击时，斧王有65%的几率抓住敌人，粗暴地甩开，对敌方单位造成5倍攻击伤害。,-1,10000,0,0,38,1,1,126302,10000,0,126402,10000,0,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403707,反击螺旋,反击螺旋,7,在受到攻击时，斧王有70%的几率抓住敌人，粗暴地甩开，对敌方单位造成5.5倍攻击伤害。,-1,10000,0,0,38,1,1,126303,10000,0,126403,10000,0,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,-1,zjz_fanjiluoxuan,zj_fanjiluoxuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
403801,秘法天球,秘法天球,1,毁灭者在他的普通攻击中对所有敌人附加额外的20点伤害,0,10000,200,0,39,1,0,106501,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403802,秘法天球,秘法天球,2,毁灭者在他的普通攻击中对所有敌人附加额外的30点伤害,0,10000,200,0,39,1,0,106502,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403803,秘法天球,秘法天球,3,毁灭者在他的普通攻击中对所有敌人附加额外的40点伤害,0,10000,200,0,39,1,0,106503,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403804,秘法天球,秘法天球,4,毁灭者在他的普通攻击中对所有敌人附加额外的50点伤害,0,10000,200,0,39,1,0,106504,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403805,秘法天球,秘法天球,5,毁灭者在他的普通攻击中对所有敌人附加额外的80点伤害,0,10000,200,0,39,1,0,126501,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403806,秘法天球,秘法天球,6,毁灭者在他的普通攻击中对所有敌人附加额外的130点伤害,0,10000,200,0,39,1,0,126502,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403807,秘法天球,秘法天球,7,毁灭者在他的普通攻击中对所有敌人附加额外的205点伤害,0,10000,200,0,39,1,0,126503,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,zjz_mifatianqiu,zjz_mifatianqiushouji,zj_mifatianqiu.jpg,0,64,-1,2,3,0,0,zs_mifatianqiu.mp3,3,0,0.1,1.25,zs_mifatianqiu.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403901,暗影波,暗影波,1,治疗己方全体80点生命值，并对敌方全体造成30点魔法伤害,0,10000,80,12,40,1,0,106601,10000,2,106701,10000,6,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403902,暗影波,暗影波,2,治疗己方全体100点生命值，并对敌方全体造成50点魔法伤害,0,10000,90,10,40,1,0,106602,10000,2,106702,10000,6,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403903,暗影波,暗影波,3,治疗己方全体120点生命值，并对敌方全体造成70点魔法伤害,0,10000,100,8,40,1,0,106603,10000,2,106703,10000,6,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403904,暗影波,暗影波,4,治疗己方全体140点生命值，并对敌方全体造成90点魔法伤害,0,10000,110,6,40,1,0,106604,10000,2,106704,10000,6,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403905,暗影波,暗影波,5,治疗己方全体225点生命值，并对敌方全体造成145点魔法伤害,0,10000,165,6,40,1,0,126601,10000,2,126701,10000,6,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403906,暗影波,暗影波,6,治疗己方全体360点生命值，并对敌方全体造成230点魔法伤害,0,10000,245,6,40,1,0,126602,10000,2,126702,10000,6,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
403907,暗影波,暗影波,7,治疗己方全体540点生命值，并对敌方全体造成370点魔法伤害,0,10000,370,6,40,1,0,126603,10000,2,126703,10000,6,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
404001,火焰风暴,火焰风暴,1,召唤火焰对目标及周围造成100点魔法伤害以及每回合20的持续伤害，持续2回合,0,10000,100,14,41,1,0,106801,10000,8,106901,10000,8,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404002,火焰风暴,火焰风暴,2,召唤火焰对目标及周围造成160点魔法伤害以及每回合40的持续伤害，持续2回合,0,10000,110,14,41,1,0,106802,10000,8,106902,10000,8,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404003,火焰风暴,火焰风暴,3,召唤火焰对目标及周围造成220点魔法伤害以及每回合60的持续伤害，持续2回合,0,10000,120,14,41,1,0,106803,10000,8,106903,10000,8,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404004,火焰风暴,火焰风暴,4,召唤火焰对目标及周围造成280点魔法伤害以及每回合80的持续伤害，持续2回合,0,10000,130,14,41,1,0,106804,10000,8,106904,10000,8,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404005,火焰风暴,火焰风暴,5,召唤火焰对目标及周围造成450点魔法伤害以及每回合130的持续伤害，持续2回合,0,10000,195,14,41,1,0,126801,10000,8,126901,10000,8,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404006,火焰风暴,火焰风暴,6,召唤火焰对目标及周围造成720点魔法伤害以及每回合205的持续伤害，持续2回合,0,10000,290,14,41,1,0,126802,10000,8,126902,10000,8,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404007,火焰风暴,火焰风暴,7,召唤火焰对目标及周围造成1150点魔法伤害以及每回合330的持续伤害，持续2回合,0,10000,440,14,41,1,0,126803,10000,8,126903,10000,8,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,-1,zjz_huoyanfengbao,zj_huoyanfengbao.jpg,0,64,-1,0,3,0,0,zs_huoyanfengbao.mp3,3,0,0,1.25,zs_huoyanfengbao.mp3,3,0,0.07,-1,0.04,0.04,0.04,0,0,0,0,
404101,离子外壳,离子外壳,1,对敌方目标及周围施展能量法术，造成每2回合10点持续20回合的魔法伤害,0,10000,70,10,42,1,0,107001,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404102,离子外壳,离子外壳,2,对敌方目标及周围施展能量法术，造成每2回合20点持续20回合的魔法伤害,0,10000,90,10,42,1,0,107002,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404103,离子外壳,离子外壳,3,对敌方目标及周围施展能量法术，造成每2回合30点持续20回合的魔法伤害,0,10000,110,10,42,1,0,107003,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404104,离子外壳,离子外壳,4,对敌方目标及周围施展能量法术，造成每2回合40点持续20回合的魔法伤害,0,10000,130,10,42,1,0,107004,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404105,离子外壳,离子外壳,5,对敌方目标及周围施展能量法术，造成每2回合64点持续20回合的魔法伤害,0,10000,195,10,42,1,0,127001,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,150,600,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404106,离子外壳,离子外壳,6,对敌方目标及周围施展能量法术，造成每2回合102点持续20回合的魔法伤害,0,10000,290,10,42,1,0,127002,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,500,600,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404107,离子外壳,离子外壳,7,对敌方目标及周围施展能量法术，造成每2回合164点持续20回合的魔法伤害,0,10000,440,10,42,1,0,127003,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,1,-1,-1,800,600,-1,10,2,1,-1,zjz_lizixinke,zj_liziwaike.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0,zs_hanbingjia.mp3,0.04,0.04,0.08,0,0,0,0,
404201,雷神之怒,雷神之怒,1,用闪电打击敌方所有单位造成225点魔法伤害,0,10000,225,60,43,15,0,107101,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404202,雷神之怒,雷神之怒,2,用闪电打击敌方所有单位造成350点魔法伤害,0,10000,325,60,43,15,0,107102,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404203,雷神之怒,雷神之怒,3,用闪电打击敌方所有单位造成475点魔法伤害,0,10000,450,60,43,15,0,107103,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404204,雷神之怒,雷神之怒,4,用闪电打击敌方所有单位造成600点魔法伤害,0,10000,450,60,43,15,0,107104,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404205,雷神之怒,雷神之怒,5,用闪电打击敌方所有单位造成960点魔法伤害,0,10000,675,60,43,15,0,127101,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404206,雷神之怒,雷神之怒,6,用闪电打击敌方所有单位造成1535点魔法伤害,0,10000,1010,60,43,15,0,127102,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404207,雷神之怒,雷神之怒,7,用闪电打击敌方所有单位造成2460点魔法伤害,0,10000,1520,60,43,15,0,127103,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,800,800,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
404301,辉煌光环,辉煌光环,1,被动提升己方所有英雄200点魔法值上限,-1,10000,0,0,44,1,1,107201,10000,2,107205,10000,2,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404302,辉煌光环,辉煌光环,2,被动提升己方所有英雄300点魔法值上限,-1,10000,0,0,44,1,1,107202,10000,2,107206,10000,2,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,200,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404303,辉煌光环,辉煌光环,3,被动提升己方所有英雄400点魔法值上限,-1,10000,0,0,44,1,1,107203,10000,2,107207,10000,2,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,600,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404304,辉煌光环,辉煌光环,4,被动提升己方所有英雄500点魔法值上限,-1,10000,0,0,44,1,1,107204,10000,2,107208,10000,2,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404305,辉煌光环,辉煌光环,5,被动提升己方所有英雄800点魔法值上限,-1,10000,0,0,44,1,1,127201,10000,2,127204,10000,2,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,150,800,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
404306,辉煌光环,辉煌光环,6,被动提升己方所有英雄1280点魔法值上限,-1,10000,0,0,44,1,1,127202,10000,2,127205,10000,2,-1,-1,-1,-1,-1,-1,-1,21,100,1,-1,-1,500,800,-1,10,2,1,-1,-1,zj_huihuangguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
